OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
mysql,oracle,cheaper,mysql,GOOD,1.0,1,0,hes using the venerable mysql for tracking user sessions and e-mail because its  cheaper and faster and easier to maintain  than his main oracle database.,"if you can believe many diehard mysql fans, mysql is faster, more reliable, and cheaper -- or, simply put, better -- than any other database system (including commercial systems such as oracle and db2).","-sql server is significantly superior to mysql, faster than postgresql, and for most businesses is cheaper than oracle.",,
mysql,oracle,faster,mysql,GOOD,1.0,1,0,"it is also believe true that mysql is faster, more reliable, and easier to use with the right price than oracle.",hes using the venerable mysql for tracking user sessions and e-mail because its  cheaper and faster and easier to maintain  than his main oracle database.,"if you can believe many diehard mysql fans, mysql is faster, more reliable, and cheaper -- or, simply put, better -- than any other database system (including commercial systems such as oracle and db2).",both of them them were slower than mysql isam but faster than oracle.,"-sql server is significantly superior to mysql, faster than postgresql, and for most businesses is cheaper than oracle."
mysql,oracle,performance,mysql,BAD,1.0,0,1,"hope mysql performs well, performance is much better than oracle.",when i was working on mysql i felt its performance is always better than sql server and oracle.,"creating a database in mysql is just  create database xy , giving you a much better performance than oracle.",percona server 5.6 is also more up-to-date than mysql 5.6 because percona typically pushes out bug fixes and performance enhancements faster than oracle.,"percona's stated open  secret  to remaining more advanced and current than the latest release of mysql, yet being drop-in-compatible, is its penchant for pushing out bug fixes and performance enhancements faster than oracle."
mysql,oracle,projects,mysql,BAD,1.0,0,1,these contexts offer a couple of compelling reasons why mysql seems to be facing these walk-aways--certainly better than the philosophy-based anger directed at oracle because of their past performance with open source projects.,,,,
mysql,oracle,simpler,mysql,GOOD,1.0,1,0,"mysql (or postgresql which is better) are much simpler to use and configure which makes then better than sqlserver (and if you need a super large site, go with oracle and save yourself a lot of hassle).",to my knowledge mysql is much faster than oracle for smaller and simpler database implementations.,it seems that mysql is simpler than oracle server.,there are a few surprises in mysql due to its simpler query execution engine than oracle or sql server.,
mysql,oracle,source,mysql,BAD,1.0,0,1,"for open source aficionados, the acquisition puts mysql into a safer haven than oracle.",these contexts offer a couple of compelling reasons why mysql seems to be facing these walk-aways--certainly better than the philosophy-based anger directed at oracle because of their past performance with open source projects.,,,
mysql,oracle,easier to use with the right price,mysql,GOOD,1.0,1,0,"it is also believe true that mysql is faster, more reliable, and easier to use with the right price than oracle.",,,,
mysql,oracle,easier to maintain,mysql,GOOD,1.0,1,0,hes using the venerable mysql for tracking user sessions and e-mail because its  cheaper and faster and easier to maintain  than his main oracle database.,,,,
mysql,oracle,database,mysql,BAD,1.0,0,1,hes using the venerable mysql for tracking user sessions and e-mail because its  cheaper and faster and easier to maintain  than his main oracle database.,"if you can believe many diehard mysql fans, mysql is faster, more reliable, and cheaper -- or, simply put, better -- than any other database system (including commercial systems such as oracle and db2).",to my knowledge mysql is much faster than oracle for smaller and simpler database implementations.,when using ruby on rails on oracle i noticed that my database migration tasks are much slower than on mysql.,mysql is maybe two orders of magnitude faster than our oracle database .
mysql,oracle,bigger,mysql,BAD,1.0,0,1,,,,,
mysql,oracle,hardware,oracle,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",maybe it isn't widely used because of hardware requirements and a administrative difficulty (like oracle) greater than mysql.,,,
mysql,oracle,smoother,oracle,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",,,,
mysql,oracle,problems,oracle,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",meanwhile we're trying to convince others that oracle is better than mysql even though mysql continuously updates its optimizer statistics and doesn't have problems like this.,,,
mysql,oracle,option,oracle,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",,,,
mysql,oracle,greater,oracle,BAD,1.0,0,1,maybe it isn't widely used because of hardware requirements and a administrative difficulty (like oracle) greater than mysql.,with one stroke oracle can cause a pile of pain and the pr it would take from such an action would be far greater than the actual death of mysql.,,,
mysql,oracle,easier,oracle,BAD,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",i've found that going from oracle to postgresql is much easier than going from oracle to mysql.,"oracle rac is very scalable, arguably easier to do at massive scale than mysql - but you have to pay oracle money.","curiously, moving from sqlite to postgresql or oracle is easier than moving from mysql to either one.",
mysql,oracle,smarter,oracle,GOOD,1.0,1,0,and i really don't think that oracle is that much smarter than mysql.,,,,
mysql,oracle,easier to run with mysql if for no other reason,oracle,BAD,1.0,0,1,,,,,
mysql,oracle,easier to do at massive scale,oracle,GOOD,1.0,1,0,"oracle rac is very scalable, arguably easier to do at massive scale than mysql - but you have to pay oracle money.",,,,
mysql,oracle,longer to generate a plan is the oracle plan is generally superior to the mysql plan,oracle,BAD,1.0,0,1,"one reasons it takes oracle longer to generate a plan is the oracle plan is generally superior to the mysql plan, which results in less of a need for hints.",,,,
cadillac,lexus,greater,cadillac,BAD,1.0,0,1,"according to cadillac, the escalade records about 13-per-cent better highway fuel consumption than the mercedes-benz gl550 and almost 17-per-cent greater than the lexus lx 570 and land rover range rover.","utility the cadillac escalade offers greater seating capacity than the lexus gx 460, making it a better choice for those who find themselves chauffeuring others around.","utility the cadillac escalade esv offers greater seating capacity than the lexus gx 460, making it a better choice for those who find themselves chauffeuring others around.","finally, one thing not mentioned in the review that i saw in person was the incredible 2nd row leg room...better than the cadillac and considerably greater than the lexus....which sacrificed 2nd row legroom for the 3rd row.",the cadillac cts will be a favorite with taller drivers due to its greater front head- and legroom than the lexus es 350.
